6.7,5.7
1/1/2016 6:00,3
1/2/2016 6:00,4
1/3/2016 6:00,2
1/4/2016 6:00,3.5
1/5/2016 6:00,3.6
1/6/2016 6:00,3.43
1/7/2016 6:00,3.5
1/8/2016 6:00,3.57
1/9/2016 6:00,3.64
1/10/2016 6:00,3.71
1/11/2016 6:00,3.78
1/12/2016 6:00,3.85
1/13/2016 6:00,3.92
1/14/2016 6:00,3.99
